Lat,Lon
35.12581,-106.65834
35.12576,-106.65836
35.15874,-106.60754
35.13765,-106.64429
35.07027,-106.65727
35.58162,-105.92623
31.85172,-106.33964
35.13232,-106.55808
35.49589,-108.86842
35.2386,-106.69665
35.49588,-108.86841
35.18348,-106.49484
35.05118,-106.63558
35.10511,-106.56754
35.07588,-106.69314
35.04752,-106.67766
35.50864,-105.7255
35.12586,-106.65814
35.21107,-106.66791
35.06338,-106.60502
35.2481,-106.65458
35.63119,-106.06468
35.24929,-106.65346
35.06346,-106.60497
35.07787,-106.69379
33.89456,-105.82001
35.04702,-106.72421
32.18002,-107.68358
35.06751,-106.63721
35.20156,-106.72374
35.49589,-108.86843
32.18002,-107.68358
35.11722,-106.55078
35.25523,-106.69662
35.1523,-106.61081
35.07791,-106.69385
31.85169,-106.33964
35.15221,-106.61083
34.8218,-106.75367
35.0779,-106.69388
34.82163,-106.75387
35.07785,-106.69387
35.38908,-109.01698
36.72566,-108.39815
31.85169,-106.33963
32.18002,-107.68358
35.12146,-106.5848
35.16376,-106.59083
31.85174,-106.33963
35.03795,-107.40636
35.18512,-106.55927
32.18002,-107.68358
35.14403,-106.58399
31.8517,-106.33971
35.16376,-106.59084
34.59651,-106.77642
35.051,-106.6358
34.98048,-106.65451
35.11718,-106.67581
35.05116,-106.63561
35.22935,-106.66167
36.72567,-108.39816
35.16376,-106.59085
35.08363,-106.50619
35.04309,-106.71808
31.85167,-106.33972
35.05109,-106.63586
35.08698,-106.51036
35.05098,-106.63588
35.096,-106.56174
35.04313,-106.71818
35.17358,-106.54294
35.09566,-106.63917
31.83652,-106.37625
32.24606,-107.95938
35.16376,-106.59083
34.76903,-106.05651
35.16376,-106.59083
35.11886,-106.67214
35.16376,-106.59083
35.31894,-106.72746
35.09322,-106.74057
32.24244,-107.98668
35.17026,-106.52054
35.09324,-106.7406
35.13639,-106.52565
35.02675,-106.74566
35.13696,-106.58926
35.08449,-106.65114
35.16376,-106.59081
35.16377,-106.59083
35.17013,-106.52021
35.06438,-106.58114
35.20671,-106.72797
35.16377,-106.59085
35.08819,-106.69792
35.19181,-106.74385
32.18002,-107.68358
35.04879,-106.71562
35.16374,-106.59083
35.25757,-106.69245
35.16375,-106.59084
36.92893,-107.88796
35.17012,-106.52019
35.0979,-106.65761
35.24178,-106.59276
35.0488,-106.71559
35.14494,-106.56019
35.31182,-106.55401
35.04312,-106.71816
35.12684,-106.58932
35.31189,-106.55395
35.08496,-106.50934
35.18534,-106.55913
35.14414,-106.71771
35.13191,-106.64878
35.22851,-106.69626
35.65663,-105.97599
35.67209,-105.98597
34.82178,-106.75367
35.04318,-106.71869
36.70264,-108.05708
35.04317,-106.71862
35.53075,-108.66669
35.17012,-106.5202
35.14605,-106.57908
35.20667,-106.72803
32.28358,-106.82292
35.04874,-106.71554
34.59731,-106.77708
35.06107,-106.59206
35.1338,-106.612
35.0868,-106.5288
35.13364,-106.61219
35.13633,-106.58227
35.31497,-106.72888
35.22682,-106.6668
35.12181,-106.70453
31.85163,-106.33962
35.12181,-106.70453
35.07473,-106.67762
35.17051,-106.72146
35.19935,-106.7322
35.1538,-106.69095
35.18754,-106.56232
35.1538,-106.69088
35.24195,-106.65414
35.10511,-106.73401
35.12269,-106.70508
35.15377,-106.69093
35.06213,-106.74787
35.15378,-106.69098
35.18534,-106.55905
35.24194,-106.65402
35.63269,-106.04875
35.22968,-106.66184
35.08511,-106.616
35.11308,-106.50925
35.17724,-106.69154
35.22968,-106.66184
35.08418,-106.64942
35.19869,-106.67321
35.19935,-106.73231
35.28602,-106.6609
35.04878,-106.71566
35.04878,-106.71566
35.05201,-106.59352
34.95516,-106.69114
35.05201,-106.5935
35.10955,-106.55253
35.14599,-106.69035
34.51145,-106.77988
35.04217,-106.70534
35.04873,-106.71555
35.08671,-106.51702
35.28618,-106.66093
35.1051,-106.73401
36.34089,-106.18722
35.10511,-106.73401
35.04312,-106.71818
34.51113,-106.77871
35.04312,-106.71817
35.28604,-106.66098
35.06575,-106.63735
35.08413,-106.64981
35.28618,-106.66101
35.28604,-106.66099
35.1324,-106.49683
35.21518,-106.70543
35.06746,-106.73661
34.50348,-106.75164
35.11689,-106.67349
35.1167,-106.67343
35.06774,-106.73666
35.21527,-106.70536
35.07593,-106.69315
35.08252,-106.61433
34.50264,-106.74868
35.05066,-106.6366
35.14599,-106.69035
35.58613,-106.01091
32.18002,-107.68358
35.06356,-106.72569
35.21211,-106.68895
35.54167,-108.60813
35.21211,-106.68895
35.11421,-106.53697
35.12567,-106.65831
36.33732,-106.17848
35.11307,-106.50905
35.10046,-106.61496
35.12582,-106.65806
35.11377,-106.53732
35.11071,-106.61173
35.06254,-106.74716
35.17763,-106.69249
35.11042,-106.61135
35.06254,-106.74717
35.1361,-106.53362
35.28616,-106.66105
35.103,-106.49233
32.22915,-107.78287
35.24234,-106.69279
32.18002,-107.68358
35.08792,-106.50577
35.68275,-105.94642
35.12169,-106.52913
35.17723,-106.69158
32.18002,-107.68358
35.14953,-106.53335
35.12167,-106.52912
35.15374,-106.56806
35.06482,-106.72719
35.23664,-106.65128
35.04861,-106.63533
35.06485,-106.72723
32.22963,-107.78209
35.15655,-106.56548
35.06483,-106.72723
32.22922,-107.78305
36.72567,-108.39819
35.21634,-106.71631
35.31008,-106.71955
35.06338,-106.50245
35.12164,-106.52914
35.24253,-106.69263
35.19943,-106.73207
35.21212,-106.68894
35.29436,-106.7075
35.14284,-106.49265
35.08723,-106.65338
35.30803,-106.7196
35.24225,-106.69269
35.20743,-106.67748
35.11028,-106.61147
35.17734,-106.69128
35.18419,-106.68872
35.0668,-106.6386
35.15153,-106.70403
35.06389,-106.64392
35.19947,-106.73236
32.18002,-107.68358
35.20159,-106.72377
35.10589,-106.68466
35.36711,-106.64029
35.19938,-106.73221
32.2024,-106.7126
35.04832,-106.63628
35.34531,-106.60814
35.34533,-106.60813
32.18002,-107.68358
35.21212,-106.68895
35.26258,-106.73309
32.18002,-107.68358
35.1051,-106.73383
35.19938,-106.73248
35.08417,-106.64936
35.08685,-106.52012
32.2024,-106.7126
35.0507,-106.63651
32.18002,-107.68358
35.15147,-106.7036
32.20237,-106.71258
35.36736,-106.64014
31.13306,-105.19308
35.08514,-106.61606
35.11377,-106.53732
35.6313,-106.06465
35.06383,-106.6439
35.36735,-106.64018
35.02762,-106.73566
35.24402,-106.70584
34.81276,-106.77591
35.14279,-106.49275
35.05893,-106.52541
35.19945,-106.73231
35.06588,-106.6373
36.69363,-108.06369
35.10046,-106.61496
35.24231,-106.69279
31.68077,-106.10056
32.25204,-107.80804
32.2024,-106.7126
35.06902,-106.72767
35.13376,-106.59821
34.81277,-106.77602
31.6808,-106.1005
35.11031,-106.61144
35.10652,-106.54856
35.04862,-106.63529
35.10863,-106.36314
35.19945,-106.7322
35.06878,-106.72757
35.19937,-106.73211
35.08449,-106.65114
35.18074,-106.55728
35.36031,-108.74022
31.70876,-106.25998
35.06887,-106.72757
35.05061,-106.63651
31.56185,-106.06742
35.04924,-106.63624
35.06879,-106.72757
35.04923,-106.63628
35.14982,-106.53333
35.06878,-106.72757
35.08823,-106.50264
35.10863,-106.36314
35.03807,-107.40626
35.18452,-106.68881
35.25756,-106.6924
34.81269,-106.77606
35.10014,-106.57213
32.25203,-107.80797
35.10863,-106.36314
35.06876,-106.72756
35.19941,-106.73212
35.05074,-106.50429
35.03885,-106.61391
35.25787,-106.6925
35.14142,-106.70138
35.06572,-106.63717
34.64399,-106.75228
35.08321,-106.70521
35.06876,-106.72755
35.10863,-106.36314
35.1333,-106.52697
34.99871,-106.66739
34.76898,-106.05652
35.15378,-106.69082
35.09595,-106.56179
35.1153,-106.67743
35.08937,-106.53508
36.73927,-108.26204
34.59692,-106.77644
35.08937,-106.53508
35.10863,-106.36314
35.13351,-106.59818
35.10863,-106.36314
35.25218,-106.69582
35.31888,-106.72776
35.25218,-106.69582
35.21638,-106.69079
35.24663,-106.69688
35.20001,-106.66609
35.14593,-106.57901
35.06389,-106.64408
35.15145,-106.70375
35.07376,-106.59649
34.9992,-106.66731
35.1461,-106.57914
35.23586,-106.6959
34.59692,-106.77644
35.20001,-106.66609
35.10863,-106.36314
35.14493,-106.56019
35.11953,-106.52154
35.3673,-106.64023
35.08322,-106.70547
35.14498,-106.56025
35.31018,-106.71951
35.10863,-106.36314
35.11309,-106.50936
36.69363,-108.06369
35.10863,-106.36314
35.12005,-106.50675
35.04219,-106.70527
35.15388,-106.56809
35.15388,-106.56809
35.06126,-106.5917
35.10863,-106.36314
35.02956,-106.75287
35.15379,-106.56814
35.3103,-106.71978
35.31507,-106.72148
32.0832,-106.18044
35.15379,-106.56814
35.20152,-106.72568
35.15376,-106.56809
35.11377,-106.53732
35.16936,-106.72282
35.10691,-106.57095
32.18002,-107.68358
35.44318,-108.74814
35.15375,-106.56813
35.0726,-106.61331
35.08057,-106.6126
35.12864,-106.53169
35.08844,-106.64938
35.47927,-108.77454
35.09595,-106.56179
35.13033,-106.57601
32.18002,-107.68358
35.15312,-106.53567
35.0801,-106.73292
35.12865,-106.53168
35.21676,-106.70616
35.08514,-106.61609
35.1303,-106.57599
35.13325,-106.52701
36.15889,-105.97417
35.20135,-106.72586
35.2688,-106.68597
35.08778,-106.65334
35.20135,-106.72569
35.27615,-106.65303
35.04735,-106.50978
35.14147,-106.70147
35.06593,-106.63731
35.08518,-106.61615
35.13354,-106.59817
35.20134,-106.72564
35.41588,-106.40116
35.27635,-106.65302
35.14183,-106.54486
35.20743,-106.67745
35.14185,-106.54467
35.61607,-105.85252
35.08516,-106.61611
35.04506,-106.7416
35.08511,-106.61604
35.06268,-106.58758
35.13326,-106.52708
35.20145,-106.72622
35.31021,-106.71956
35.06276,-106.5876
32.18002,-107.68357
35.08512,-106.6161
35.11044,-106.61127
35.1414,-106.70133
35.26252,-106.73308
35.14182,-106.54473
35.08514,-106.61613
35.09514,-106.74714
35.1332,-106.52709
35.02724,-106.70935
35.0659,-106.6373
35.14198,-106.54452
35.26255,-106.73297
35.08518,-106.61611
35.08513,-106.61608
35.26258,-106.73296
32.18002,-107.68358
35.24259,-106.65309
35.08515,-106.61611
35.08797,-106.5963
35.09517,-106.74705
35.29422,-106.70739
35.0843,-106.61586
35.1104,-106.6113
35.08816,-106.5963
35.63134,-106.06491
35.1104,-106.6113
35.24267,-106.65309
35.09527,-106.74719
35.04201,-106.70527
35.13319,-106.52718
35.06272,-106.5876
35.14137,-106.70148
35.09929,-106.56544
35.11041,-106.61127
35.08522,-106.61608
35.08424,-106.61574
35.2713,-106.62819
35.04723,-106.50988
35.31831,-106.70965
35.27108,-106.62831
35.09524,-106.74705
35.08519,-106.6161
34.769,-106.05653
35.20144,-106.72576
35.10705,-106.57789
35.20142,-106.72591
35.20137,-106.72591
31.85044,-106.34648
35.28248,-106.69785
35.08507,-106.61587
35.28248,-106.69785
35.29803,-106.60344
35.15381,-106.56819
35.5921,-105.99176
35.17728,-106.69153
35.10708,-106.57785
35.1229,-106.70105
35.15381,-106.56819
35.14715,-106.57287
35.15377,-106.56818
35.10517,-106.73384
35.10509,-106.73389
35.15374,-106.56813
35.29803,-106.60335
35.59204,-105.99182
35.10702,-106.57791
35.10702,-106.57792
35.04728,-106.72454
35.09803,-106.74961
35.10705,-106.57788
35.08826,-106.50269
35.04713,-106.72421
35.29801,-106.60344
35.63137,-106.06468
35.28631,-106.66082
35.04733,-106.7246
35.09802,-106.74959
35.09799,-106.74962
35.037,-106.72996
35.34031,-106.50164
35.09755,-106.54863
35.04716,-106.72452
35.05751,-106.73624
35.08398,-106.64954
35.65995,-105.95239
35.22514,-106.62649
35.05751,-106.73624
35.10955,-106.55253
35.08514,-106.61607
35.17025,-106.52035
35.23229,-106.6929
35.11375,-106.50304
35.09323,-106.74064
35.0451,-106.74158
35.68653,-105.93789
35.13325,-106.527
35.08341,-106.65665
35.17025,-106.52036
35.09524,-106.7474
35.30403,-106.56651
35.17025,-106.52037
35.09522,-106.74736
35.09074,-106.70998
35.08449,-106.65114
35.09802,-106.74967
35.09802,-106.74967
35.13328,-106.52705
35.09802,-106.74967
32.48942,-106.91453
35.08792,-106.50577
35.1051,-106.73402
35.05099,-106.63604
35.12918,-106.56854
35.098,-106.74964
35.25514,-106.68194
35.1703,-106.5204
35.12572,-106.71754
35.09757,-106.54858
35.06394,-106.6439
35.78408,-107.23112
35.09526,-106.74729
35.15382,-106.5682
35.15382,-106.56809
35.78408,-107.23108
35.13907,-106.51778
35.78408,-107.23108
35.13331,-106.52706
35.09528,-106.7473
35.15383,-106.56808
35.12612,-106.566
35.1333,-106.52706
35.04723,-106.72438
35.31029,-106.71953
35.09527,-106.74713
35.10633,-106.61434
35.05067,-106.63589
35.02904,-106.67957
35.784,-107.23112
35.10836,-106.66462
34.95102,-106.14232
35.05106,-106.63601
35.10543,-106.54952
35.784,-107.23112
35.21059,-106.44951
35.10008,-106.66928
35.10015,-106.57209
35.10618,-106.53652
35.63125,-106.06464
35.1323,-106.50264
35.05112,-106.63595
32.22546,-107.75694
35.21587,-106.70374
32.22546,-107.75694
35.07433,-106.51146
35.09515,-106.74695
35.04862,-106.63528
35.07475,-106.67757
35.61347,-108.48206
36.4756,-105.60583
35.21359,-106.6662
35.10622,-106.5365
35.08871,-106.6249
35.61363,-108.48217
33.81279,-105.82599
35.61363,-108.48219
36.4756,-105.60583
35.61363,-108.48219
35.09522,-106.74717
35.04792,-106.63668
35.65662,-105.97565
35.07088,-106.58433
35.09802,-106.74962
35.13212,-106.50253
35.09519,-106.74699
35.17737,-106.6918
35.13215,-106.5026
35.08449,-106.65114
35.10014,-106.66946
33.07707,-106.05071
35.13214,-106.50259
35.12146,-106.5848
35.09517,-106.74717
35.63131,-106.06468
35.10014,-106.66946
35.0887,-106.62491
36.25198,-107.667
35.13118,-106.55263
35.58615,-106.0109
35.24264,-106.69265
33.81279,-105.82599
33.81279,-105.82599
35.25356,-106.68058
33.81279,-105.82599
35.12144,-106.58486
35.08515,-106.61614
36.4756,-105.60583
35.63141,-106.06492
35.04786,-106.64748
35.63141,-106.0646
35.08535,-106.61934
35.08515,-106.61614
34.76902,-106.0565
33.81279,-105.82599
35.15388,-106.69086
35.06986,-106.56568
35.10539,-106.67453
36.4756,-105.60583
35.10626,-106.53645
34.48003,-105.37959
32.22528,-107.75716
35.63137,-106.06471
35.08497,-106.61459
35.2441,-106.70585
35.06984,-106.56565
35.10622,-106.5365
36.4756,-105.60583
35.25372,-106.68063
35.11968,-106.59353
35.05445,-106.78484
35.25383,-106.6804
35.99333,-106.03923
35.06747,-106.73652
35.06422,-106.72926
35.12447,-106.64259
35.12437,-106.6426
35.12446,-106.64259
35.12443,-106.64275
32.96386,-105.91978
35.06173,-106.73241
35.21377,-106.66592
35.12569,-106.71749
35.63138,-106.06495
35.06743,-106.73646
32.96386,-105.91978
35.08508,-106.6166
35.15372,-106.71608
35.06743,-106.73661
35.63135,-106.06482
35.78398,-107.23101
35.12555,-106.71785
35.96212,-107.28413
35.63131,-106.0647
35.08498,-106.61546
35.21368,-106.66604
35.05256,-106.62396
35.08517,-106.61605
35.11966,-106.59338
33.81279,-105.82599
35.05446,-106.78483
35.96206,-107.28403
35.08452,-106.61562
35.10046,-106.61496
32.96386,-105.91978
35.1409,-106.58365
35.09322,-106.74054
35.57167,-105.69104
35.09519,-106.74744
35.08449,-106.65114
35.63985,-106.03985
35.04245,-106.73657
35.21364,-106.6662
35.09585,-106.56233
35.13774,-106.64182
35.09277,-106.73221
35.08417,-106.64934
35.10855,-106.66489
35.19107,-106.73082
35.19112,-106.73086
35.1703,-106.5204
35.09583,-106.56269
35.06737,-106.64155
35.1256,-106.71749
35.19118,-106.7307
35.0839,-106.60347
35.30313,-106.54257
35.12506,-106.64247
35.12506,-106.64247
35.12555,-106.71777
35.53002,-108.66583
35.16957,-106.53417
35.12382,-106.64362
35.13739,-106.64178
35.64151,-106.01162
35.65699,-105.97629
35.17904,-106.57597
35.17912,-106.57596
35.13325,-106.52708
35.15293,-106.68927
35.08632,-106.58662
35.17913,-106.57601
35.08634,-106.58661
35.05104,-106.63601
35.08635,-106.58661
35.08634,-106.58661
35.12559,-106.71758
35.14715,-106.57289
35.06394,-106.64389
34.76903,-106.05648
35.07145,-106.73068
35.0833,-106.70489
35.13776,-106.64212
35.0841,-106.6157
34.76901,-106.05652
32.37625,-108.72439
35.10546,-106.6747
35.68698,-105.9378
35.06396,-106.64404
34.76904,-106.05651
34.76902,-106.05662
35.58616,-106.01093
33.81267,-105.82609
35.07599,-108.87484
35.63252,-106.03299
33.81267,-105.82609
34.82398,-106.75544
35.07299,-106.6154
34.76901,-106.05649
35.1322,-106.50261
33.81267,-105.82609
35.10913,-106.66519
34.76902,-106.05651
35.13227,-106.50255
35.1567,-106.59454
35.10898,-106.66506
35.11374,-106.50313
35.06336,-106.50241
35.04218,-106.70526
35.13216,-106.50262
33.81267,-105.82609
35.15363,-106.71632
35.06328,-106.50248
35.04222,-106.7053
35.12151,-106.58483
35.11998,-106.57506
33.81267,-105.82609
35.04862,-106.63528
35.0422,-106.70513
35.04862,-106.63528
32.32227,-107.78502
32.32225,-107.78499
35.12525,-107.88911
35.14687,-106.52488
35.04211,-106.70517
35.64358,-106.01895
35.18734,-106.67581
35.04205,-106.70526
35.04883,-106.6351
35.04221,-106.70526
35.08449,-106.65114
33.81267,-105.8261
35.78402,-107.2311
35.04215,-106.70544
35.04832,-106.63632
33.81267,-105.8261
35.08176,-106.61784
35.13709,-107.84079
35.04861,-106.63532
35.27346,-106.64823
35.05872,-106.78311
35.08319,-106.70485
35.0476,-106.72518
35.04862,-106.63528
35.04862,-106.63528
35.04862,-106.63528
35.05847,-106.57397
35.65655,-105.9761
35.04889,-106.63549
35.68698,-105.9378
35.04198,-106.70537
35.65668,-105.97623
35.04895,-106.63543
36.79405,-108.43495
35.65664,-105.97604
35.65656,-105.97601
35.03304,-107.46994
35.3708,-108.07516
35.03536,-107.4782
35.04862,-106.63528
35.10889,-106.66484
35.06331,-106.50252
35.52778,-108.76985
35.05867,-106.57625
35.05867,-106.57625
35.78409,-107.23103
35.17496,-106.69007
35.78409,-107.23103
35.13767,-106.64219
35.52789,-108.76972
35.04838,-106.63627
35.05118,-106.63558
35.13343,-106.5706
35.52785,-108.76961
35.5279,-108.76969
35.52789,-108.76962
34.59736,-106.77712
35.20923,-106.69359
35.08449,-106.65114
35.52789,-108.76964
35.19114,-106.73086
35.52793,-108.76977
35.06733,-106.63616
35.52785,-108.76957
35.08449,-106.65114
31.99518,-106.33414
35.5279,-108.76969
35.04863,-106.63528
35.64358,-106.01895
35.58593,-106.01088
35.58593,-106.01088
35.04857,-106.63574
35.08449,-106.65114
35.10765,-106.51858
35.0492,-106.63605
35.05867,-106.57625
35.08628,-106.58646
35.08634,-106.58662
34.59713,-106.77649
35.08613,-106.61802
35.08613,-106.61807
35.65797,-105.97634
35.08449,-106.65114
35.08631,-106.58652
35.08632,-106.58665
34.59704,-106.77661
35.08633,-106.58658
35.08632,-106.58654
35.08632,-106.58661
35.06217,-106.58006
35.08628,-106.58649
35.05581,-106.78306
35.05847,-106.57397
35.13779,-106.70242
35.05581,-106.78306
35.05862,-106.57513
35.05581,-106.78306
35.12695,-106.58934
35.08632,-106.58662
35.11677,-106.69846
35.10883,-106.56088
35.11581,-106.69871
35.68698,-105.9378
35.10049,-106.66906
35.68698,-105.9378
35.08629,-106.58658
35.08629,-106.58658
35.05581,-106.78306
35.09743,-106.56314
35.08449,-106.65114
35.21026,-106.66864
35.10072,-106.56876
35.10073,-106.56874
35.10079,-106.56875
35.10084,-106.56862
35.10072,-106.56875
35.61607,-105.85252
35.2101,-106.66846
35.08449,-106.65114
35.12905,-106.56555
35.10046,-106.61496
35.10007,-106.68491
